607, 593, 224
189, 574, 157
817, 543, 111
171, 507, 20
132, 111, 187
455, 281, 53
551, 220, 55
519, 263, 244
410, 292, 96
775, 15, 163
248, 524, 38
841, 26, 181
933, 56, 152
183, 375, 151
473, 384, 64
530, 591, 195
732, 507, 111
19, 98, 190
515, 503, 93
626, 571, 62
214, 134, 216
29, 374, 203
251, 353, 83
968, 544, 65
846, 104, 45
191, 335, 187
184, 12, 91
141, 265, 191
587, 7, 51
417, 103, 38
907, 16, 168
811, 234, 86
634, 569, 176
106, 395, 143
856, 29, 157
810, 45, 12
181, 589, 175
2, 83, 166
121, 386, 65
194, 484, 119
76, 218, 67
430, 459, 210
896, 439, 194
823, 260, 120
361, 396, 89
438, 63, 48
288, 7, 44
383, 136, 142
653, 103, 56
511, 540, 88
859, 70, 97
975, 380, 252
816, 230, 187
824, 395, 191
305, 474, 79
54, 241, 170
150, 63, 244
796, 100, 155
314, 244, 38
227, 16, 250
523, 297, 69
491, 280, 244
870, 437, 159
513, 102, 115
467, 257, 200
288, 114, 29
999, 525, 227
112, 255, 34
707, 358, 28
820, 453, 247
131, 165, 157
747, 463, 222
703, 540, 59
227, 109, 130
893, 373, 19
881, 505, 203
364, 596, 11
606, 19, 97
723, 427, 136
853, 477, 118
189, 556, 186
40, 62, 94
475, 23, 148
984, 389, 198
365, 559, 74
8, 422, 215
428, 109, 250
511, 331, 85
446, 208, 3
666, 166, 99
314, 545, 236
661, 74, 117
597, 453, 88
10, 364, 135
127, 126, 28
296, 160, 193
379, 177, 71
264, 209, 67
96, 427, 60
598, 213, 124
996, 38, 222
513, 193, 110
763, 461, 173
830, 466, 44
874, 382, 72
752, 118, 178
800, 268, 16
666, 413, 145
618, 297, 135
789, 457, 11
473, 198, 219
766, 415, 49
185, 282, 142
771, 32, 233
441, 228, 230
591, 31, 93
437, 439, 174
321, 398, 172
218, 151, 19
169, 523, 190
59, 394, 119
907, 400, 32
452, 533, 94
222, 65, 241
614, 457, 223
762, 3, 105
643, 163, 110
649, 195, 33
562, 418, 117
189, 36, 132
422, 377, 112
72, 551, 70
149, 11, 51
138, 214, 92
788, 51, 17
283, 370, 110
843, 410, 213
170, 315, 176
699, 426, 86
568, 359, 133
314, 532, 2
830, 202, 114
8, 514, 186
115, 42, 190
955, 314, 168
444, 121, 65
880, 95, 196
17, 313, 95
864, 455, 77
875, 355, 184
751, 197, 111
841, 430, 26
621, 511, 10
66, 446, 202
941, 445, 1
282, 115, 30
10, 301, 103
922, 428, 59
346, 58, 253
904, 472, 207
163, 195, 140
185, 203, 121
582, 523, 48
897, 351, 210
680, 49, 38
501, 384, 3
939, 195, 30
334, 585, 209
416, 338, 45
64, 330, 198
964, 579, 138
318, 198, 233
380, 142, 211
526, 465, 48
151, 20, 45
608, 483, 113
557, 549, 79
333, 192, 35
192, 503, 153
733, 552, 186
644, 344, 207
193, 249, 72
518, 467, 221
974, 556, 225
994, 304, 85
764, 291, 108
859, 313, 148
282, 532, 176
52, 40, 155
809, 587, 49
175, 450, 169
568, 266, 11
942, 227, 171
221, 166, 22
973, 391, 18
341, 268, 104
619, 86, 175
764, 263, 148
236, 311, 164
110, 566, 9
814, 513, 78
193, 479, 221
203, 150, 86
162, 38, 222
107, 160, 219
633, 176, 12
617, 56, 171
569, 127, 20
419, 396, 69
273, 113, 220
191, 23, 48
617, 477, 78
613, 80, 57
132, 563, 140
230, 493, 132
932, 556, 39
43, 115, 117
298, 377, 56
405, 374, 102
179, 184, 126
498, 45, 209
950, 48, 42
118, 183, 98
144, 62, 49
471, 298, 221
432, 590, 153
625, 166, 249
773, 89, 157
40, 397, 246
496, 498, 104
434, 35, 159
212, 266, 101
982, 520, 35
7, 538, 54
12, 15, 104
505, 431, 3
792, 206, 135
764, 129, 159
437, 58, 157
212, 385, 235
170, 320, 6
50, 63, 2
180, 404, 106
930, 291, 69
191, 509, 44
648, 552, 115
137, 79, 154
781, 374, 130
601, 248, 209
266, 85, 55
979, 586, 163
818, 430, 184
751, 116, 212
128, 133, 137
978, 463, 173
593, 331, 135
367, 437, 230
162, 354, 113
721, 57, 146
192, 363, 153
795, 220, 79
595, 225, 2
310, 89, 187
594, 159, 105
979, 305, 84
853, 75, 104
567, 163, 206
356, 63, 233
397, 406, 40
429, 325, 203
531, 368, 146
140, 192, 214
550, 317, 213
744, 425, 166
657, 331, 87
949, 196, 237
374, 374, 82
516, 386, 14
206, 298, 180
497, 495, 65
451, 253, 25
159, 431, 197
979, 325, 17
819, 558, 141
182, 486, 109
115, 500, 94
14, 116, 11
289, 114, 241
796, 388, 29
469, 398, 92
753, 119, 23
884, 39, 238
80, 172, 159
709, 284, 107
917, 478, 84
836, 516, 200
794, 258, 70
187, 400, 151
510, 284, 145
420, 396, 92
554, 37, 137
599, 149, 136
157, 487, 28
168, 396, 39
693, 316, 169
766, 33, 142
943, 116, 57
131, 138, 87
244, 299, 47
818, 513, 127
442, 205, 254
592, 51, 18
164, 546, 230
940, 400, 38
938, 322, 27
763, 238, 202
71, 104, 11
285, 352, 151
668, 46, 90
846, 25, 165
884, 61, 201
622, 422, 160
58, 514, 100
488, 154, 202
493, 509, 173
139, 359, 50
406, 272, 101
80, 532, 223
173, 286, 90
626, 323, 44
213, 325, 131
187, 330, 16
658, 159, 207
804, 524, 124
154, 370, 39
985, 44, 97
175, 124, 149
122, 325, 148
97, 488, 67
230, 254, 229
199, 197, 53
351, 380, 134
799, 394, 190
999, 326, 176
375, 107, 139
404, 313, 71
533, 395, 239
967, 39, 56
865, 111, 73
74, 171, 126
612, 400, 56
586, 564, 42
556, 265, 101
392, 182, 46
593, 232, 59
259, 523, 159
930, 533, 110
589, 375, 87
892, 24, 220
391, 206, 218
52, 561, 98
768, 577, 210
121, 55, 65
789, 386, 71
730, 5, 61
511, 459, 66
124, 130, 65
745, 39, 205
913, 53, 74
929, 507, 68
42, 406, 17
474, 223, 147
50, 162, 200
280, 432, 8
746, 53, 208
928, 231, 111
570, 242, 156
528, 594, 112
855, 35, 108
101, 262, 144
947, 284, 225
405, 248, 175
73, 69, 13
320, 591, 85
64, 538, 137
285, 409, 249
540, 328, 37
556, 171, 6
589, 43, 89
590, 394, 31
967, 216, 102
480, 310, 22
500, 134, 235
35, 226, 77
496, 46, 6
521, 375, 135
191, 253, 25
872, 11, 86
188, 210, 92
616, 571, 144
846, 599, 35
785, 540, 212
439, 365, 158
71, 318, 227
483, 473, 90
981, 586, 199
448, 460, 209
802, 44, 142
188, 466, 62
549, 420, 39
605, 467, 175
211, 482, 212
306, 6, 26
768, 361, 72
752, 133, 247
983, 584, 243
254, 121, 66
572, 315, 90
224, 42, 209
190, 24, 174
968, 151, 47
710, 487, 85
402, 112, 48
351, 175, 126
926, 63, 162
391, 335, 233
698, 456, 29
705, 447, 203
824, 139, 131
764, 223, 162
151, 147, 50
440, 30, 139
449, 112, 119
853, 89, 171
734, 294, 200
905, 574, 92
928, 471, 21
110, 79, 68
620, 268, 95
140, 145, 236
762, 46, 137
736, 201, 126
545, 207, 123
384, 59, 163
756, 407, 241
252, 476, 248
317, 422, 120
645, 288, 100
350, 335, 178
217, 593, 200
723, 460, 110
123, 113, 240
368, 483, 72
771, 436, 100
565, 506, 154
382, 306, 154
338, 474, 235
752, 419, 162
797, 235, 69
271, 374, 213
167, 200, 52
807, 68, 102
792, 570, 6
919, 303, 111
748, 217, 18
265, 262, 245
728, 287, 165
840, 324, 184
940, 475, 87
631, 229, 199
702, 465, 18
236, 80, 79
412, 431, 20
816, 55, 37
285, 421, 185
641, 522, 9
485, 498, 71
781, 246, 155
588, 181, 185
927, 520, 224
43, 484, 132
486, 310, 187
344, 582, 205
759, 302, 64
657, 172, 29
364, 345, 67
311, 271, 182
290, 341, 180
460, 167, 137
43, 73, 61
108, 167, 90
763, 317, 170
978, 118, 23
788, 115, 24
357, 308, 7
452, 339, 145
801, 415, 160
859, 334, 205
264, 330, 150
226, 271, 9
167, 273, 49
221, 144, 85
255, 464, 133
796, 150, 128
628, 31, 190
607, 213, 164
696, 219, 65
796, 390, 52
290, 156, 35
276, 422, 56
969, 13, 141
991, 512, 81
673, 180, 38
80, 327, 191
131, 292, 202
74, 555, 174
761, 474, 52
516, 523, 182
182, 74, 144
771, 552, 124
436, 286, 195
741, 479, 188
126, 126, 128
739, 349, 191
148, 426, 98
364, 101, 211
523, 396, 46
30, 394, 216
509, 364, 129
712, 315, 146
660, 154, 152
417, 512, 182
942, 491, 93
479, 488, 200
605, 529, 15
802, 597, 17
963, 423, 252
123, 6, 47
232, 549, 40
536, 442, 245
143, 559, 58
234, 167, 198
517, 428, 98
27, 183, 186
847, 206, 232
32, 495, 223
268, 337, 181
477, 255, 66
118, 497, 105
448, 252, 183
885, 465, 164
666, 482, 137
605, 218, 16
908, 288, 25
667, 226, 45
101, 485, 114
885, 140, 137
492, 323, 28
858, 336, 105
419, 521, 240
614, 51, 93
991, 498, 146
271, 124, 19
60, 372, 84
595, 447, 63
42, 440, 36
733, 161, 134
165, 71, 147
692, 379, 221
827, 38, 35
882, 265, 253
611, 49, 157
921, 376, 183
409, 453, 21
548, 77, 147
509, 241, 11
647, 164, 67
203, 352, 163
226, 118, 155
488, 432, 138
392, 17, 99
64, 554, 23
144, 586, 32
507, 581, 203
692, 495, 10
951, 2, 248
678, 169, 145
477, 315, 12
768, 582, 120
14, 356, 93
201, 94, 141
990, 120, 156
444, 152, 156
789, 480, 91
382, 450, 1
754, 70, 55
386, 114, 185
687, 573, 68
749, 595, 166
561, 595, 63
990, 375, 24
995, 498, 60
114, 39, 88
41, 436, 85
570, 66, 45
210, 544, 215
700, 341, 192
319, 386, 91
777, 461, 153
553, 549, 171
314, 505, 66
555, 310, 188
153, 189, 83
727, 399, 158
238, 319, 135
183, 441, 88
920, 360, 108
980, 437, 160
466, 403, 178
780, 318, 241
851, 428, 113
131, 498, 30
654, 571, 190
196, 517, 218
978, 366, 207
817, 395, 80
584, 108, 31
619, 416, 174
58, 120, 155
13, 499, 205
200, 224, 250
514, 566, 182
727, 440, 158
225, 224, 155
515, 241, 156
856, 215, 103
999, 4, 246
281, 264, 129
817, 402, 207
312, 36, 219
988, 513, 101
793, 372, 121
217, 71, 249
659, 206, 35
89, 496, 96
818, 330, 228
138, 239, 41
217, 132, 141
973, 597, 217
108, 289, 194
826, 349, 12
63, 392, 34
786, 257, 154
199, 401, 180
370, 104, 149
952, 381, 37
653, 564, 38
34, 495, 153
139, 117, 74
243, 342, 19
15, 413, 46
403, 561, 228
314, 317, 83
524, 277, 94
268, 585, 31
273, 526, 62
880, 389, 40
13, 362, 126
971, 475, 124
660, 45, 229
33, 436, 153
377, 571, 146
767, 479, 133
913, 439, 148
96, 338, 204
271, 110, 82
18, 219, 148
870, 518, 98
263, 588, 60
519, 17, 8
98, 332, 216
543, 561, 21
343, 190, 25
106, 478, 239
481, 469, 24
627, 288, 56
885, 304, 253
993, 466, 44
302, 448, 138
974, 197, 110
320, 138, 37
902, 27, 30
524, 310, 193
52, 132, 132
600, 231, 91
927, 166, 69
944, 128, 56
500, 566, 106
182, 531, 88
292, 485, 127
202, 194, 25
779, 460, 155
734, 437, 206
156, 535, 144
576, 82, 224
533, 423, 111
792, 389, 7
692, 541, 36
25, 266, 232
590, 441, 49
689, 266, 163
756, 486, 160
762, 263, 65
297, 308, 203
713, 99, 81
87, 485, 101
562, 506, 71
415, 311, 206
466, 96, 230
469, 332, 17
731, 406, 13
487, 484, 177
477, 29, 17
325, 531, 114
526, 295, 48
299, 2, 96
357, 285, 214
248, 200, 84
534, 530, 54
95, 479, 194
53, 550, 145
817, 87, 9
975, 541, 1
756, 205, 66
158, 516, 228
237, 203, 229
103, 293, 99
407, 233, 42
733, 247, 103
379, 86, 4
956, 510, 210
249, 571, 129
26, 193, 174
158, 434, 22
898, 196, 43
508, 141, 122
61, 283, 115
835, 430, 118
625, 360, 166
925, 77, 129
737, 39, 177
365, 312, 156
374, 555, 42
754, 358, 219
75, 440, 38
621, 181, 122
718, 274, 166
920, 576, 195
330, 82, 200
539, 93, 18
278, 366, 12
856, 178, 6
282, 526, 161
118, 178, 38
816, 591, 154
917, 58, 204
877, 136, 49
55, 111, 210
779, 580, 235
51, 451, 74
291, 192, 185
166, 220, 156
941, 88, 78
810, 280, 240
406, 402, 226
874, 426, 148
605, 143, 246
174, 140, 72
457, 245, 55
428, 25, 75
963, 299, 13
123, 97, 29
533, 36, 6
137, 585, 50
700, 427, 242
827, 31, 30
358, 48, 185
350, 326, 129
556, 520, 122
38, 455, 87
894, 494, 151
385, 524, 159
632, 27, 126
333, 81, 171
174, 145, 57
310, 504, 78
632, 152, 252
607, 257, 87
635, 300, 229
650, 151, 223
146, 107, 165
735, 506, 86
7, 340, 52
369, 320, 175
764, 176, 209
550, 574, 156
722, 127, 253
176, 474, 127
123, 17, 252
906, 474, 227
794, 247, 197
555, 110, 139
478, 36, 178
136, 585, 104
434, 139, 200
488, 175, 150
261, 176, 244
860, 484, 33
177, 587, 91
242, 487, 19
91, 497, 173
436, 467, 189
61, 154, 179
307, 439, 66
400, 277, 47
408, 84, 183
260, 497, 44
78, 363, 74
286, 467, 68
551, 371, 205
925, 560, 132
612, 467, 122
559, 146, 223
505, 359, 146
923, 412, 60
65, 315, 86
765, 481, 62
1000, 515, 109
47, 315, 123
591, 164, 45
490, 301, 22
760, 338, 8
898, 62, 22
855, 61, 48
433, 2, 21
326, 147, 62
849, 387, 128
260, 288, 5
67, 111, 164
848, 6, 151
206, 368, 203
371, 253, 214
175, 425, 196
811, 43, 224
945, 126, 58
93, 445, 193
685, 134, 155
285, 91, 116
828, 488, 142
788, 423, 171
331, 507, 159
285, 573, 79
34, 82, 234
770, 226, 12
446, 150, 169
776, 203, 198
782, 157, 32
592, 252, 79
567, 227, 68
818, 477, 31
364, 140, 130
977, 147, 206
364, 172, 183
344, 245, 95
235, 340, 171
994, 532, 90
12, 483, 217
145, 137, 194
412, 474, 236
853, 504, 234
616, 430, 3
783, 85, 94
252, 139, 72
906, 441, 18
735, 306, 72
502, 270, 205
862, 441, 230
102, 592, 209
483, 421, 240
876, 425, 199
413, 470, 130
367, 111, 131
293, 562, 9
833, 81, 62
200, 99, 55
790, 117, 214
388, 597, 227
430, 96, 38
723, 460, 232
229, 397, 29
103, 117, 170
626, 133, 99
632, 41, 89
84, 87, 47
885, 248, 220
239, 19, 9
287, 527, 193
58, 425, 216
79, 92, 232
460, 51, 92
391, 586, 156
928, 311, 180
396, 253, 152
964, 79, 59
460, 17, 238
480, 481, 36
882, 30, 70
12, 409, 111
61, 21, 250
484, 174, 133
68, 351, 31
972, 411, 6
138, 259, 161
354, 497, 151
658, 84, 165
543, 61, 152
728, 261, 18
255, 216, 41
603, 250, 186
954, 137, 21
397, 384, 213
386, 310, 83
404, 351, 94
117, 101, 211
566, 446, 161
203, 520, 97
103, 516, 244
766, 126, 224
79, 214, 95
248, 72, 121
717, 393, 112
753, 300, 83
606, 101, 211
893, 458, 25
82, 302, 122
782, 257, 137
34, 439, 67
304, 402, 24
421, 276, 118
399, 278, 89
189, 581, 33
2, 1, 90
940, 14, 20
778, 284, 20
194, 498, 108
426, 262, 23
719, 21, 149
283, 420, 180
889, 387, 62
696, 576, 229
567, 437, 45
217, 8, 146
270, 529, 192
337, 322, 99
588, 412, 21
24, 153, 69
31, 245, 64
284, 226, 229
5, 24, 238
918, 158, 239
353, 159, 227
408, 226, 168
616, 534, 85
444, 148, 159
994, 83, 208
664, 275, 123
437, 346, 21
868, 442, 23
606, 201, 216
276, 255, 80
522, 582, 210
210, 362, 188
670, 494, 155
237, 183, 7
898, 113, 153
624, 11, 47
651, 586, 131
433, 255, 221
225, 117, 137
113, 86, 44
653, 303, 35
546, 557, 204
249, 83, 33
697, 29, 189
646, 192, 26
82, 506, 228
204, 413, 58
144, 471, 55
340, 546, 161
664, 201, 229
140, 177, 160
553, 274, 237
762, 446, 69
807, 560, 231
517, 454, 243
758, 362, 171
687, 154, 242
270, 288, 249
226, 510, 183
434, 40, 57
12, 478, 167
292, 21, 240
879, 302, 5
455, 226, 29
492, 547, 34
956, 592, 192
923, 182, 114
271, 196, 75
437, 135, 52
966, 69, 226
58, 1, 242
822, 51, 221
255, 132, 74
462, 381, 216
340, 277, 159
578, 369, 241
680, 173, 234
667, 138, 146
999, 50, 198
51, 170, 68
321, 180, 240
563, 541, 240
593, 389, 72
952, 61, 12
704, 467, 168
110, 405, 161
435, 433, 15
295, 323, 249
838, 425, 101
188, 568, 96
638, 342, 79
899, 164, 236
248, 540, 48
103, 64, 123
497, 44, 240
885, 219, 106
927, 94, 177
291, 349, 28
965, 133, 224
961, 149, 6
983, 197, 171
495, 228, 48
304, 477, 72
70, 257, 7
304, 579, 19
333, 522, 72
749, 353, 139
509, 468, 18
679, 3, 215
925, 222, 7
130, 445, 165
871, 120, 33
759, 167, 36
904, 431, 157
728, 425, 229
294, 332, 1
712, 278, 109
839, 280, 61
988, 363, 249
7, 470, 99
975, 547, 107
237, 29, 248
404, 364, 36
696, 563, 55
528, 166, 181
575, 573, 212
7, 159, 60
456, 522, 82
295, 327, 138
139, 147, 212
133, 575, 71
293, 137, 20
840, 258, 49
387, 540, 11
907, 200, 203
714, 115, 41
832, 163, 150
22, 372, 84
11, 380, 176
470, 32, 62
382, 193, 65
140, 335, 49
723, 105, 12
355, 199, 48
499, 287, 197
44, 188, 168
139, 45, 232
790, 391, 246
736, 25, 228
39, 12, 240
775, 122, 45
128, 526, 222
170, 147, 49
540, 287, 201
313, 195, 128
919, 198, 171
338, 185, 199
98, 48, 209
117, 216, 96
460, 475, 125
654, 421, 97
489, 144, 209
211, 306, 222
292, 306, 175
434, 71, 191
38, 437, 46
762, 576, 210
619, 370, 133
715, 287, 87
742, 292, 15
129, 539, 26
139, 523, 47
161, 347, 242
139, 171, 62
733, 429, 19
638, 105, 169
278, 311, 196
114, 594, 228
922, 443, 229
642, 115, 186
884, 365, 223
458, 27, 120
810, 226, 245
244, 499, 162
953, 460, 40
116, 372, 83
376, 163, 39
642, 165, 154
204, 243, 110
53, 111, 74
961, 152, 167
956, 2, 181
105, 351, 108
562, 256, 111
971, 54, 228
648, 323, 157
178, 203, 115
791, 296, 94
185, 259, 129
302, 329, 156
471, 3, 114
366, 447, 44
424, 100, 147
564, 264, 247
926, 266, 133
148, 467, 47
650, 327, 56
912, 470, 178
489, 363, 173
820, 289, 139
166, 274, 195
921, 250, 159
57, 278, 107
990, 140, 9
388, 163, 117
664, 128, 3
566, 362, 97
343, 220, 214
653, 472, 156
833, 357, 141
788, 87, 224
233, 176, 12
505, 475, 142
633, 571, 255
235, 171, 161
131, 285, 31
561, 531, 167
477, 328, 114
797, 174, 159
380, 519, 198
532, 169, 74
746, 218, 156
799, 343, 31
792, 75, 209
854, 83, 33
546, 129, 203
140, 403, 231
159, 462, 222
347, 116, 91
284, 152, 213
1000, 407, 207
61, 465, 249
832, 250, 237
175, 376, 32
533, 337, 222
664, 194, 156
177, 135, 131
176, 482, 227
759, 70, 207
921, 160, 142
915, 360, 155
923, 479, 100
493, 447, 49
982, 415, 32
474, 139, 54
929, 247, 11
961, 321, 175
981, 120, 34
990, 61, 18
446, 154, 177
152, 320, 4
820, 71, 50
943, 288, 163
576, 357, 247
139, 407, 219
477, 373, 198
495, 226, 245
880, 221, 25
796, 540, 139
359, 44, 197
528, 306, 195
214, 121, 67
496, 442, 190
891, 126, 136
353, 504, 102
379, 125, 32
238, 363, 82
99, 357, 5
398, 331, 143
756, 144, 135
877, 551, 167
496, 285, 194
347, 97, 90
331, 495, 138
854, 275, 190
529, 162, 74
199, 26, 10
116, 51, 153
375, 272, 182
335, 322, 39
937, 382, 6
540, 596, 8
730, 218, 233
979, 212, 108
943, 104, 53
945, 130, 201
62, 357, 129
761, 181, 72
366, 371, 199
367, 320, 66
492, 199, 229
213, 227, 88
170, 419, 63
717, 176, 128
434, 580, 90
327, 171, 228
992, 247, 106
636, 334, 64
508, 14, 218
103, 234, 144
420, 180, 218
513, 305, 226
206, 84, 110
765, 208, 133
389, 111, 152
429, 184, 36
221, 403, 24
694, 167, 155
507, 567, 206
699, 56, 82
606, 600, 7
713, 241, 175
329, 402, 183
552, 431, 203
728, 537, 249
834, 104, 159
314, 238, 28
794, 427, 245
817, 285, 239
614, 432, 222
809, 571, 190
240, 123, 223
18, 22, 92
661, 594, 23
592, 359, 214
177, 481, 39
617, 420, 115
652, 174, 28
578, 95, 238
908, 227, 188
859, 91, 234
849, 176, 43
249, 242, 193
919, 281, 71
294, 7, 22
889, 240, 23
23, 112, 137
301, 20, 38
713, 505, 101
781, 94, 138
403, 317, 248
169, 314, 204
687, 418, 131
849, 529, 89
933, 149, 131
893, 156, 96
552, 550, 183
154, 548, 175
866, 248, 236
958, 482, 220
777, 97, 63
408, 412, 93
336, 289, 227
581, 32, 111
570, 541, 209
873, 180, 84
238, 407, 248
315, 158, 180
84, 279, 243
40, 578, 17
848, 567, 221
509, 534, 20
961, 461, 79
400, 172, 3
707, 584, 113
703, 77, 139
900, 416, 54
463, 410, 114
797, 339, 75
829, 61, 153
803, 228, 191
339, 463, 134
570, 538, 236
506, 481, 34
333, 43, 146
664, 583, 183
223, 144, 251
785, 363, 215
989, 465, 187
676, 108, 66
214, 7, 230
970, 279, 136
790, 500, 199
138, 277, 58
102, 323, 46
95, 303, 234
631, 163, 231
929, 230, 219
706, 36, 56
493, 308, 165
113, 468, 83
698, 592, 77
633, 295, 93
898, 497, 109
318, 531, 127
708, 315, 130
134, 306, 155
442, 398, 21
498, 183, 156
538, 499, 85
322, 208, 248
891, 268, 163
568, 497, 188
382, 187, 27
555, 454, 13
832, 206, 72
958, 361, 51
103, 52, 198
464, 415, 10
250, 400, 78
680, 541, 12
179, 316, 145
754, 323, 131
993, 282, 101
14, 225, 185
754, 493, 66
174, 100, 177
878, 81, 156
861, 245, 154
494, 338, 158
287, 164, 47
872, 226, 135
890, 240, 235
473, 524, 197
679, 512, 122
465, 492, 61
355, 98, 164
86, 365, 252
510, 81, 150
279, 364, 161
699, 226, 107
610, 538, 23
122, 117, 129
722, 560, 83
255, 553, 18
397, 200, 111
257, 567, 40
514, 314, 22
476, 464, 160
237, 195, 221
350, 540, 40
536, 11, 170
341, 461, 217
221, 224, 92
994, 147, 38
244, 166, 37
240, 34, 150
716, 415, 189
949, 439, 152
434, 101, 208
996, 271, 27
289, 348, 70
392, 337, 41
399, 249, 8
162, 589, 119
501, 316, 118
74, 317, 10
132, 3, 188
118, 211, 232
503, 52, 223
676, 199, 188
301, 36, 10
226, 262, 53
865, 465, 117
996, 117, 242
329, 40, 5
880, 272, 114
214, 281, 129
653, 256, 248
492, 50, 242
845, 233, 167
292, 43, 81
658, 460, 190
568, 499, 49
69, 594, 89
38, 546, 196
894, 570, 246
647, 439, 118
367, 141, 123
125, 458, 197
982, 56, 20
855, 126, 235
50, 540, 69
906, 189, 202
426, 137, 245
25, 289, 40
331, 74, 183
825, 486, 251
793, 346, 186
850, 173, 225
572, 387, 68
162, 234, 227
515, 52, 155
593, 329, 73
144, 286, 105
793, 316, 243
641, 215, 108
157, 57, 36
362, 437, 96
973, 150, 145
980, 425, 173
855, 222, 114
770, 495, 165
959, 247, 73
202, 144, 131
375, 257, 10
487, 71, 200
297, 332, 119
364, 218, 218
406, 549, 173
800, 140, 248
780, 563, 78
882, 308, 146
817, 288, 30
194, 322, 123
406, 438, 218
722, 224, 27
680, 44, 159
316, 587, 185
52, 316, 123
467, 427, 121
933, 536, 59
523, 443, 148
525, 519, 106
426, 268, 236
727, 17, 84
108, 581, 9
894, 550, 37
538, 597, 21
346, 298, 136
948, 158, 68
829, 262, 22
507, 32, 40
597, 163, 5
608, 531, 55
577, 186, 241
802, 538, 163
672, 458, 117
630, 88, 230
810, 286, 158
808, 534, 81
994, 172, 107
819, 154, 231
444, 141, 119
486, 190, 37
926, 177, 153
760, 110, 116
313, 518, 187
492, 339, 10
434, 47, 140
519, 8, 154
719, 508, 60
788, 349, 61
853, 180, 254
752, 271, 115
312, 141, 109
740, 463, 109
705, 513, 41
264, 561, 236
880, 330, 50
473, 121, 191
472, 61, 129
608, 24, 161
992, 305, 143
985, 236, 113
22, 202, 87
474, 344, 235
193, 528, 12
605, 517, 213
8, 242, 69
556, 102, 28
222, 411, 23
679, 320, 246
648, 573, 203
84, 208, 209
609, 530, 213
870, 466, 152
705, 276, 229
103, 222, 216
808, 588, 61
206, 375, 164
960, 587, 106
125, 479, 226
965, 181, 81
538, 389, 142
613, 368, 188
568, 449, 7
159, 510, 127
350, 183, 3
851, 441, 160
108, 217, 4
771, 97, 38
465, 193, 253
943, 526, 195
651, 509, 190
757, 215, 211
922, 532, 237
52, 177, 214
747, 245, 60
972, 107, 72
812, 332, 35
456, 90, 245
754, 218, 145
713, 208, 101
459, 555, 28
237, 552, 131
342, 552, 8
79, 596, 14
236, 418, 98
718, 184, 108
67, 377, 140
